Number,Group,Video Class (BDI/ Control = safe),Video Name,TTI Frame Seccond File name ,"Instrument number
1 - 4","Yolo TTI
0 = TN
1 = TP
2 = FN
3 = FP","Ground Truth Location of TTI
0 = no TTI (TN/FP)
1 = ALOS
2 = BLOS",Comments,Instument Type,TTI interaction,Side,
,BDI,BDI Video,V14-Trimmed,0,1,,,not a target,,,,
,BDI,BDI Video,V14-Trimmed,10,1,1,1,,cautery,energy sharp dissection,right ,
,BDI,BDI Video,V14-Trimmed,10,2,2,1,,G,RG,left,
,BDI,BDI Video,V14-Trimmed,10,3,2,1,,G2,RG,left,
,BDI,BDI Video,V14-Trimmed,30,1,1,2,,G,RG,left,
,BDI,BDI Video,V14-Trimmed,30,2,2,2,,suction,blunt dissection,right ,
,BDI,BDI Video,V14-Trimmed,60,1,1,1,,G,other,left,
,BDI,BDI Video,V14-Trimmed,60,2,0,0,,clip,,right ,
,BDI,BDI Video,V14-Trimmed,70,1,1,1,,G,other,left,
,BDI,BDI Video,V14-Trimmed,70,2,2,2,,clip,clip,right ,
,BDI,BDI Video,V14-Trimmed,80,1,1,1,,G,other,left,
,BDI,BDI Video,V14-Trimmed,80,2,2,2,,Scissor,Cut-Sharp dissection,right ,
,BDI,BDI Video,V14-Trimmed,90,1,1,1,,G,other,left,
,BDI,BDI Video,V14-Trimmed,90,2,2,2,,Scissor,Cut-Sharp dissection,right ,
,BDI,BDI Video,V14-Trimmed,120,1,1,1,,cautery,other,right ,
,BDI,BDI Video,V14-Trimmed,140,1,2,1,,G,RG,left,
,BDI,BDI Video,V14-Trimmed,140,2,1,1,,suction,other,right ,
,BDI,BDI Video,V14-Trimmed,150,1,1,1,,G,RG,left ,
,BDI,BDI Video,V14-Trimmed,150,2,0,0,,suction,,right ,
