Number,Group,Video Class (BDI/ Control = safe),Video Name,TTI Frame Seccond File name ,"Instrument number
1 - 4","Yolo TTI
0 = TN
1 = TP
2 = FN
3 = FP","Ground Truth Location of TTI
0 = no TTI (TN/FP)
1 = ALOS
2 = BLOS",Comments,Instument Type,TTI interaction,Side,
,BDI,BDI Video,V10-Trimmed,40,1,1,2,,cautery,other,right,
,BDI,BDI Video,V10-Trimmed,80,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,80,2,0,0,,suction,,right,
,BDI,BDI Video,V10-Trimmed,290,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,290,2,2,2,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,290,3,3,0,,G,,left,
,BDI,BDI Video,V10-Trimmed,300,1,2,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,300,2,1,2,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,400,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,400,2,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,450,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,450,2,2,2,,cautery,energy-sharp dissection,right,
,BDI,BDI Video,V10-Trimmed,500,1,2,2,,G,other,left,
,BDI,BDI Video,V10-Trimmed,500,2,1,2,,suction,suction,right,
,BDI,BDI Video,V10-Trimmed,520,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,520,2,2,2,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,630,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,630,2,2,1,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,650,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,650,2,2,2,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,700,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,700,2,0,0,,G,,left,
,BDI,BDI Video,V10-Trimmed,780,1,1,2,,dissector,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,800,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,800,2,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,810,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,810,2,3,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,830,1,1,?,TBRHS,,,,
,BDI,BDI Video,V10-Trimmed,830,2,?,?,TBRHS,,,,
,BDI,BDI Video,V10-Trimmed,840,1,?,?,TBRHS,,,,
,BDI,BDI Video,V10-Trimmed,840,2,?,?,TBRHS,,,,
,BDI,BDI Video,V10-Trimmed,900,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,920,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,920,2,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,920,3,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,960,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,970,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,980,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,980,2,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,990,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,990,2,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,1010,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1010,2,2,2,,dissector,other,right,
,BDI,BDI Video,V10-Trimmed,1020,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1020,2,1,2,,dissector,other,right,
,BDI,BDI Video,V10-Trimmed,1080,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1080,2,0,0,,G2,,right,
,BDI,BDI Video,V10-Trimmed,1090,1,1,?,TBRHS,,,,
,BDI,BDI Video,V10-Trimmed,1090,2,0,0,TBRHS,G,,left,
,BDI,BDI Video,V10-Trimmed,1100,1,?,?,TBRHS,,,,
,BDI,BDI Video,V10-Trimmed,1100,2,0,0,,G,,left,
,BDI,BDI Video,V10-Trimmed,1210,1,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1210,2,3,0,,G2,,left,
,BDI,BDI Video,V10-Trimmed,1270,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1270,2,0,0,,suction,,right,
,BDI,BDI Video,V10-Trimmed,1510,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1510,2,2,2,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,1520,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1540,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,1540,2,2,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1540,3,1,2,,G2,other,left,
,BDI,BDI Video,V10-Trimmed,1570,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1580,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1590,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1590,2,2,2,,dissector,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,1620,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1620,2,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,1640,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1660,1,3,0,,clip,,right,
,BDI,BDI Video,V10-Trimmed,1670,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1670,2,0,0,,clip,,right,
,BDI,BDI Video,V10-Trimmed,1670,3,0,0,,G2,,left,
,BDI,BDI Video,V10-Trimmed,1690,1,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1690,2,3,0,,clip,,right,
,BDI,BDI Video,V10-Trimmed,1700,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1810,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1810,2,2,2,,suction,suction,right,
,BDI,BDI Video,V10-Trimmed,1830,1,0,0,,G,,left,
,BDI,BDI Video,V10-Trimmed,1830,2,3,0,,none,,right,
,BDI,BDI Video,V10-Trimmed,1830,3,2,2,,cautery,,right,
,BDI,BDI Video,V10-Trimmed,1980,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,1980,2,2,2,,G2,other,left,
,BDI,BDI Video,V10-Trimmed,1980,3,2,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2020,1,1,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2020,2,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2130,1,3,0,,G,,left,
,BDI,BDI Video,V10-Trimmed,2130,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2130,3,2,2,,dissector,other,right,
,BDI,BDI Video,V10-Trimmed,2140,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2140,2,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,2140,3,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2140,4,2,1,,G2,other,left,
,BDI,BDI Video,V10-Trimmed,2170,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2170,2,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2170,3,0,0,,dissector,,right,
,BDI,BDI Video,V10-Trimmed,2280,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2280,2,2,2,,suction,other,right,
,BDI,BDI Video,V10-Trimmed,2330,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2330,2,2,2,,dissector,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2340,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2350,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2350,2,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2360,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2370,1,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2390,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2430,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2430,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2430,3,2,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2440,1,2,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2440,2,1,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2440,3,2,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2470,1,2,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2470,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2470,3,2,2,,cautery,energy-sharp dissection,right,
,BDI,BDI Video,V10-Trimmed,2470,4,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2490,1,2,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2490,2,3,0,,none,,,
,BDI,BDI Video,V10-Trimmed,2490,3,2,1,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2490,4,0,0,,cautery,,right,
,BDI,BDI Video,V10-Trimmed,2500,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2500,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2500,3,2,2,,cautery,other,right,
,BDI,BDI Video,V10-Trimmed,2530,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2530,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2530,3,1,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2540,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2540,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2540,3,2,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2560,1,1,2,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2560,2,2,1,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2560,3,0,0,,suction,,right,
,BDI,BDI Video,V10-Trimmed,2590,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2590,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2600,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2600,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2620,1,2,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2620,2,1,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2620,3,2,2,,dissector,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,2630,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2630,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2630,3,0,0,,suction,,right,
,BDI,BDI Video,V10-Trimmed,2640,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2640,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2640,3,0,0,,suction,,right,
,BDI,BDI Video,V10-Trimmed,2650,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2650,2,1,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2650,3,0,0,,cautery,,right,
,BDI,BDI Video,V10-Trimmed,2700,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2700,2,2,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2730,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2750,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2810,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2830,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2830,2,2,1,,G2,other,left,
,BDI,BDI Video,V10-Trimmed,2830,3,0,0,,clip,,right,
,BDI,BDI Video,V10-Trimmed,2850,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,2850,2,1,2,,G2,RG,left,
,BDI,BDI Video,V10-Trimmed,2850,3,0,0,,clip,,right,
,BDI,BDI Video,V10-Trimmed,10,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,10,2,2,2,,cautery,energy-sharp dissection,right,
,BDI,BDI Video,V10-Trimmed,20,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,20,2,0,0,,cautery,,right,
,BDI,BDI Video,V10-Trimmed,30,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,30,2,1,1,,cautery,energy-sharp dissection,right,
,BDI,BDI Video,V10-Trimmed,60,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,60,2,1,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,80,1,1,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,110,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,110,2,1,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,120,1,1,1,,G,RG,left,
,BDI,BDI Video,V10-Trimmed,120,2,1,2,,peanut,blunt dissection,right,
,BDI,BDI Video,V10-Trimmed,130,1,2,1,,G,RG,left,
