Number,Group,Video Class (BDI/ Control = safe),Video Name,TTI Frame Seccond File name ,"Instrument number
1 - 4","Yolo TTI
0 = TN
1 = TP
2 = FN
3 = FP","Ground Truth Location of TTI
0 = no TTI (TN/FP)
1 = ALOS
2 = BLOS",Comments,Instument Type,TTI interaction,Side,
,Control,Control 2,LapChol Case 0002 02,10,1,?,,not a target,,,,
,Control,Control 2,LapChol Case 0002 02,160,1,?,,not a target,,,,
,Control,Control 2,LapChol Case 0002 02,170,1,?,,not a target,,,,
,Control,Control 2,LapChol Case 0002 02,180,1,2,1,,G,RG,left,
,Control,Control 2,LapChol Case 0002 02,180,2,3,0,,G2,,left,
,Control,Control 2,LapChol Case 0002 02,210,1,1,1,,G,RG,left,
,Control,Control 2,LapChol Case 0002 02,210,2,1,1,,G2,RG,left,
,Control,Control 2,LapChol Case 0002 02,210,3,0,0,,cautery,,right,
,Control,Control 2,LapChol Case 0002 02,230,1,1,1,,G,RG,left,
,Control,Control 2,LapChol Case 0002 02,230,2,2,1,,cautery,energy-sharp dissection,right,
,Control,Control 2,LapChol Case 0002 02,240,1,1,1,,G,RG,left,
,Control,Control 2,LapChol Case 0002 02,240,2,2,1,,cautery,energy-sharp dissection ,right,
,Control,Control 2,LapChol Case 0002 02,260,1,1,1,,cautery,energy-sharp dissection,right,
,Control,Control 2,LapChol Case 0002 02,270,1,1,1,,cautery,other,right,
,Control,Control 2,LapChol Case 0002 02,280,1,1,1,,cautery,energy-sharp dissection,right,
,Control,Control 2,LapChol Case 0002 02,290,1,1,1,,cautery,energy-sharp dissection,right,
,Control,Control 2,LapChol Case 0002 02,300,1,1,1,,cautery,energy-sharp dissection,right,
,Control,Control 2,LapChol Case 0002 02,320,1,1,1,,G,RG,left,
,Control,Control 2,LapChol Case 0002 02,320,2,0,0,,cautery,,right,
,Control,Control 2,LapChol Case 0002 02,330,1,1,1,,G,RG,left,
,Control,Control 2,LapChol Case 0002 02,330,2,1,1,,cautery,energy-sharp dissection,right,
